,support,itemsets
693,0.03500051945779542,"frozenset({'low_fat_Y', 'recyclable_N', 'yearly_income_$10K - $30K'})"
694,0.0793184713724075,"frozenset({'low_fat_N', 'yearly_income_$10K - $30K', 'recyclable_Y'})"
695,0.041720662937506495,"frozenset({'low_fat_Y', 'yearly_income_$10K - $30K', 'recyclable_Y'})"
696,0.007113837808872339,"frozenset({'gender_F', 'education_High School Degree', 'yearly_income_$110K - $130K'})"
697,0.00515083413985991,"frozenset({'gender_F', 'education_Partial High School', 'yearly_income_$110K - $130K'})"
698,0.0176178212299667,"frozenset({'homeowner_Y', 'gender_F', 'yearly_income_$110K - $130K'})"
699,0.009142457199411645,"frozenset({'recyclable_N', 'gender_F', 'yearly_income_$110K - $130K'})"
700,0.011444475429646276,"frozenset({'recyclable_Y', 'gender_F', 'yearly_income_$110K - $130K'})"
701,0.013281715632398857,"frozenset({'low_fat_N', 'gender_F', 'yearly_income_$110K - $130K'})"
702,0.007305216996659066,"frozenset({'low_fat_Y', 'gender_F', 'yearly_income_$110K - $130K'})"
703,0.00799965004948519,"frozenset({'education_Bachelors Degree', 'gender_M', 'yearly_income_$110K - $130K'})"
704,0.005927286844594632,"frozenset({'gender_M', 'yearly_income_$110K - $130K', 'education_High School Degree'})"
705,0.019788608017147574,"frozenset({'homeowner_Y', 'gender_M', 'yearly_income_$110K - $130K'})"
706,0.010804722144759218,"frozenset({'recyclable_N', 'gender_M', 'yearly_income_$110K - $130K'})"
707,0.01344575493621605,"frozenset({'gender_M', 'yearly_income_$110K - $130K', 'recyclable_Y'})"
708,0.015818856864771465,"frozenset({'low_fat_N', 'gender_M', 'yearly_income_$110K - $130K'})"
709,0.008431620216203802,"frozenset({'low_fat_Y', 'gender_M', 'yearly_income_$110K - $130K'})"
710,0.008196497214065823,"frozenset({'homeowner_Y', 'yearly_income_$110K - $130K', 'education_Bachelors Degree'})"
711,0.006485020477573093,"frozenset({'education_Bachelors Degree', 'yearly_income_$110K - $130K', 'recyclable_Y'})"
712,0.007288813066277346,"frozenset({'education_Bachelors Degree', 'low_fat_N', 'yearly_income_$110K - $130K'})"
713,0.005850735169479941,"frozenset({'homeowner_Y', 'yearly_income_$110K - $130K', 'education_Graduate Degree'})"
714,0.011274968149035176,"frozenset({'homeowner_Y', 'yearly_income_$110K - $130K', 'education_High School Degree'})"
715,0.005812459331922595,"frozenset({'recyclable_N', 'yearly_income_$110K - $130K', 'education_High School Degree'})"
716,0.007228665321544376,"frozenset({'yearly_income_$110K - $130K', 'education_High School Degree', 'recyclable_Y'})"
717,0.008349600564295205,"frozenset({'low_fat_N', 'yearly_income_$110K - $130K', 'education_High School Degree'})"
718,0.009087777431472582,"frozenset({'homeowner_Y', 'yearly_income_$110K - $130K', 'education_Partial High School'})"
719,0.005632016097723682,"frozenset({'yearly_income_$110K - $130K', 'education_Partial High School', 'recyclable_Y'})"
720,0.006413936779252309,"frozenset({'low_fat_N', 'yearly_income_$110K - $130K', 'education_Partial High School'})"
721,0.016606245523094,"frozenset({'homeowner_Y', 'recyclable_N', 'yearly_income_$110K - $130K'})"
722,0.020800183724020274,"frozenset({'homeowner_Y', 'yearly_income_$110K - $130K', 'recyclable_Y'})"
723,0.024305156848914333,"frozenset({'homeowner_Y', 'low_fat_N', 'yearly_income_$110K - $130K'})"
724,0.013101272398199942,"frozenset({'homeowner_Y', 'yearly_income_$110K - $130K', 'low_fat_Y'})"
725,0.01266930223148133,"frozenset({'low_fat_N', 'recyclable_N', 'yearly_income_$110K - $130K'})"
726,0.007277877112689533,"frozenset({'low_fat_Y', 'recyclable_N', 'yearly_income_$110K - $130K'})"
727,0.016431270265688993,"frozenset({'low_fat_N', 'yearly_income_$110K - $130K', 'recyclable_Y'})"
728,0.008458960100173335,"frozenset({'low_fat_Y', 'yearly_income_$110K - $130K', 'recyclable_Y'})"
729,0.0060147744732971355,"frozenset({'yearly_income_$130K - $150K', 'gender_F', 'education_Graduate Degree'})"
730,0.009667382971626668,"frozenset({'yearly_income_$130K - $150K', 'gender_F', 'education_High School Degree'})"
731,0.006031178403678855,"frozenset({'homeowner_N', 'yearly_income_$130K - $150K', 'gender_F'})"
732,0.021396193194556084,"frozenset({'homeowner_Y', 'yearly_income_$130K - $150K', 'gender_F'})"
733,0.012089696691327242,"frozenset({'yearly_income_$130K - $150K', 'gender_F', 'recyclable_N'})"
734,0.015337674906907696,"frozenset({'yearly_income_$130K - $150K', 'gender_F', 'recyclable_Y'})"
735,0.01785294423210468,"frozenset({'low_fat_N', 'yearly_income_$130K - $150K', 'gender_F'})"
736,0.009574427366130258,"frozenset({'low_fat_Y', 'yearly_income_$130K - $150K', 'gender_F'})"
737,0.006501424407954813,"frozenset({'education_Bachelors Degree', 'yearly_income_$130K - $150K', 'gender_M'})"
738,0.008087137678187693,"frozenset({'yearly_income_$130K - $150K', 'gender_M', 'education_High School Degree'})"
739,0.007950438258340032,"frozenset({'yearly_income_$130K - $150K', 'gender_M', 'education_Partial High School'})"
740,0.006774823247650137,"frozenset({'homeowner_N', 'yearly_income_$130K - $150K', 'gender_M'})"
741,0.020133090555163685,"frozenset({'homeowner_Y', 'yearly_income_$130K - $150K', 'gender_M'})"
742,0.012117036575296775,"frozenset({'recyclable_N', 'gender_M', 'yearly_income_$130K - $150K'})"
743,0.014790877227517046,"frozenset({'yearly_income_$130K - $150K', 'gender_M', 'recyclable_Y'})"
744,0.01732255048309575,"frozenset({'yearly_income_$130K - $150K', 'gender_M', 'low_fat_N'})"
745,0.009585363319718071,"frozenset({'yearly_income_$130K - $150K', 'gender_M', 'low_fat_Y'})"
746,0.006206153661083862,"frozenset({'homeowner_Y', 'yearly_income_$130K - $150K', 'education_Bachelors Degree'})"
747,0.005599208236960243,"frozenset({'education_Bachelors Degree', 'yearly_income_$130K - $150K', 'recyclable_Y'})"
748,0.006534232268718252,"frozenset({'education_Bachelors Degree', 'yearly_income_$130K - $150K', 'low_fat_N'})"
749,0.007091965901696713,"frozenset({'homeowner_Y', 'yearly_income_$130K - $150K', 'education_Graduate Degree'})"
750,0.005139898186272097,"frozenset({'yearly_income_$130K - $150K', 'education_Graduate Degree', 'recyclable_Y'})"
751,0.005927286844594632,"frozenset({'low_fat_N', 'yearly_income_$130K - $150K', 'education_Graduate Degree'})"
752,0.00526019367573804,"frozenset({'homeowner_N', 'yearly_income_$130K - $150K', 'education_High School Degree'})"
753,0.012494326974076321,"frozenset({'homeowner_Y', 'yearly_income_$130K - $150K', 'education_High School Degree'})"
754,0.007977778142309565,"frozenset({'recyclable_N', 'education_High School Degree', 'yearly_income_$130K - $150K'})"
755,0.009776742507504798,"frozenset({'yearly_income_$130K - $150K', 'education_High School Degree', 'recyclable_Y'})"
756,0.01140619959208893,"frozenset({'yearly_income_$130K - $150K', 'low_fat_N', 'education_High School Degree'})"
757,0.006348321057725431,"frozenset({'yearly_income_$130K - $150K', 'low_fat_Y', 'education_High School Degree'})"
758,0.012352159577434754,"frozenset({'homeowner_Y', 'yearly_income_$130K - $150K', 'education_Partial High School'})"
759,0.005801523378334782,"frozenset({'recyclable_N', 'yearly_income_$130K - $150K', 'education_Partial High School'})"
760,0.007113837808872339,"frozenset({'yearly_income_$130K - $150K', 'education_Partial High School', 'recyclable_Y'})"
761,0.008540979752081932,"frozenset({'yearly_income_$130K - $150K', 'low_fat_N', 'education_Partial High School'})"
762,0.005872607076655567,"frozenset({'homeowner_N', 'recyclable_N', 'yearly_income_$130K - $150K'})"
763,0.006933394574673425,"frozenset({'homeowner_N', 'yearly_income_$130K - $150K', 'recyclable_Y'})"
764,0.008180093283684103,"frozenset({'homeowner_N', 'yearly_income_$130K - $150K', 'low_fat_N'})"
765,0.01833412618996845,"frozenset({'homeowner_Y', 'yearly_income_$130K - $150K', 'recyclable_N'})"
766,0.023195157559751316,"frozenset({'homeowner_Y', 'yearly_income_$130K - $150K', 'recyclable_Y'})"
767,0.026995401431516325,"frozenset({'homeowner_Y', 'yearly_income_$130K - $150K', 'low_fat_N'})"
768,0.01453388231820344,"frozenset({'homeowner_Y', 'yearly_income_$130K - $150K', 'low_fat_Y'})"
769,0.015397822651640667,"frozenset({'recyclable_N', 'low_fat_N', 'yearly_income_$130K - $150K'})"
770,0.00880891061498335,"frozenset({'recyclable_N', 'low_fat_Y', 'yearly_income_$130K - $150K'})"
771,0.01977767206355976,"frozenset({'yearly_income_$130K - $150K', 'low_fat_N', 'recyclable_Y'})"
772,0.010350880070864979,"frozenset({'yearly_income_$130K - $150K', 'low_fat_Y', 'recyclable_Y'})"
773,0.00818556126047801,"frozenset({'homeowner_Y', 'gender_F', 'yearly_income_$150K +'})"
774,0.005380489165203983,"frozenset({'yearly_income_$150K +', 'gender_F', 'recyclable_Y'})"
775,0.006135069962763078,"frozenset({'low_fat_N', 'gender_F', 'yearly_income_$150K +'})"
776,0.007589551789942204,"frozenset({'homeowner_Y', 'gender_M', 'yearly_income_$150K +'})"
777,0.005385957141997889,"frozenset({'yearly_income_$150K +', 'gender_M', 'recyclable_Y'})"
778,0.006293641289786366,"frozenset({'low_fat_N', 'gender_M', 'yearly_income_$150K +'})"
779,0.00575777956398353,"frozenset({'homeowner_Y', 'education_High School Degree', 'yearly_income_$150K +'})"
780,0.0069607344586429575,"frozenset({'homeowner_Y', 'recyclable_N', 'yearly_income_$150K +'})"
781,0.008814378591777257,"frozenset({'homeowner_Y', 'yearly_income_$150K +', 'recyclable_Y'})"
782,0.010175904813459972,"frozenset({'homeowner_Y', 'low_fat_N', 'yearly_income_$150K +'})"
783,0.005599208236960243,"frozenset({'homeowner_Y', 'low_fat_Y', 'yearly_income_$150K +'})"
784,0.00536955321161617,"frozenset({'recyclable_N', 'low_fat_N', 'yearly_income_$150K +'})"
785,0.007059158040933274,"frozenset({'yearly_income_$150K +', 'low_fat_N', 'recyclable_Y'})"
786,0.005446104886730861,"frozenset({'education_Bachelors Degree', 'gender_F', 'yearly_income_$30K - $50K'})"
787,0.0987899367355085,"frozenset({'gender_F', 'education_High School Degree', 'yearly_income_$30K - $50K'})"
788,0.03303204781198909,"frozenset({'education_Partial College', 'gender_F', 'yearly_income_$30K - $50K'})"
789,0.023599787842500396,"frozenset({'gender_F', 'education_Partial High School', 'yearly_income_$30K - $50K'})"
790,0.070050250706736,"frozenset({'homeowner_N', 'gender_F', 'yearly_income_$30K - $50K'})"
791,0.09161595118190319,"frozenset({'homeowner_Y', 'gender_F', 'yearly_income_$30K - $50K'})"
792,0.07052049671101196,"frozenset({'recyclable_N', 'gender_F', 'yearly_income_$30K - $50K'})"
793,0.09114570517762723,"frozenset({'yearly_income_$30K - $50K', 'gender_F', 'recyclable_Y'})"
794,0.1047883072784239,"frozenset({'low_fat_N', 'gender_F', 'yearly_income_$30K - $50K'})"
795,0.05687789461021527,"frozenset({'low_fat_Y', 'gender_F', 'yearly_income_$30K - $50K'})"
796,0.10839170398560828,"frozenset({'gender_M', 'education_High School Degree', 'yearly_income_$30K - $50K'})"
797,0.03378662860954818,"frozenset({'gender_M', 'education_Partial College', 'yearly_income_$30K - $50K'})"
798,0.020909543259898404,"frozenset({'gender_M', 'education_Partial High School', 'yearly_income_$30K - $50K'})"
799,0.07159222016261763,"frozenset({'homeowner_N', 'gender_M', 'yearly_income_$30K - $50K'})"
800,0.09591378094191368,"frozenset({'homeowner_Y', 'gender_M', 'yearly_income_$30K - $50K'})"
801,0.07345680024933975,"frozenset({'recyclable_N', 'gender_M', 'yearly_income_$30K - $50K'})"
802,0.09404920085519157,"frozenset({'gender_M', 'yearly_income_$30K - $50K', 'recyclable_Y'})"
803,0.10826594051934843,"frozenset({'low_fat_N', 'gender_M', 'yearly_income_$30K - $50K'})"
804,0.05924006058518288,"frozenset({'gender_M', 'low_fat_Y', 'yearly_income_$30K - $50K'})"
805,0.0051891099774172555,"frozenset({'homeowner_Y', 'education_Bachelors Degree', 'yearly_income_$30K - $50K'})"
806,0.005336745350852731,"frozenset({'education_Bachelors Degree', 'yearly_income_$30K - $50K', 'recyclable_Y'})"
807,0.006282705336198553,"frozenset({'education_Bachelors Degree', 'low_fat_N', 'yearly_income_$30K - $50K'})"
808,0.09264939879595151,"frozenset({'homeowner_N', 'education_High School Degree', 'yearly_income_$30K - $50K'})"
809,0.11453224192516527,"frozenset({'homeowner_Y', 'education_High School Degree', 'yearly_income_$30K - $50K'})"
810,0.005817927308716502,"frozenset({'product_brand_Ebony', 'education_High School Degree', 'yearly_income_$30K - $50K'})"
811,0.005905414937419006,"frozenset({'product_brand_Hermanos', 'education_High School Degree', 'yearly_income_$30K - $50K'})"
812,0.005856203146273847,"frozenset({'product_brand_High Top', 'education_High School Degree', 'yearly_income_$30K - $50K'})"
813,0.005626548120929775,"frozenset({'education_High School Degree', 'product_brand_Tell Tale', 'yearly_income_$30K - $50K'})"
814,0.005817927308716502,"frozenset({'product_brand_Tri-State', 'education_High School Degree', 'yearly_income_$30K - $50K'})"
815,0.09027629686739609,"frozenset({'recyclable_N', 'education_High School Degree', 'yearly_income_$30K - $50K'})"
816,0.11690534385372069,"frozenset({'yearly_income_$30K - $50K', 'education_High School Degree', 'recyclable_Y'})"
817,0.1340255791954419,"frozenset({'low_fat_N', 'education_High School Degree', 'yearly_income_$30K - $50K'})"
818,0.07315606152567489,"frozenset({'low_fat_Y', 'education_High School Degree', 'yearly_income_$30K - $50K'})"
819,0.026262692541132854,"frozenset({'homeowner_N', 'education_Partial College', 'yearly_income_$30K - $50K'})"
820,0.04055598388040441,"frozenset({'homeowner_Y', 'education_Partial College', 'yearly_income_$30K - $50K'})"
821,0.029363035383277832,"frozenset({'recyclable_N', 'education_Partial College', 'yearly_income_$30K - $50K'})"
822,0.037455641038259435,"frozenset({'yearly_income_$30K - $50K', 'education_Partial College', 'recyclable_Y'})"
823,0.0434102677668236,"frozenset({'low_fat_N', 'education_Partial College', 'yearly_income_$30K - $50K'})"
824,0.02340840865471367,"frozenset({'education_Partial College', 'low_fat_Y', 'yearly_income_$30K - $50K'})"
825,0.018208362723708602,"frozenset({'homeowner_N', 'education_Partial High School', 'yearly_income_$30K - $50K'})"
826,0.0263009683786902,"frozenset({'homeowner_Y', 'education_Partial High School', 'yearly_income_$30K - $50K'})"
827,0.01960816478294866,"frozenset({'recyclable_N', 'education_Partial High School', 'yearly_income_$30K - $50K'})"
828,0.02490116631945014,"frozenset({'yearly_income_$30K - $50K', 'education_Partial High School', 'recyclable_Y'})"
829,0.0285756467249553,"frozenset({'low_fat_N', 'education_Partial High School', 'yearly_income_$30K - $50K'})"
830,0.015933684377443504,"frozenset({'low_fat_Y', 'education_Partial High School', 'yearly_income_$30K - $50K'})"
831,0.062077940541220344,"frozenset({'homeowner_N', 'recyclable_N', 'yearly_income_$30K - $50K'})"
832,0.07956453032813329,"frozenset({'homeowner_N', 'yearly_income_$30K - $50K', 'recyclable_Y'})"
833,0.09160501522831536,"frozenset({'homeowner_N', 'low_fat_N', 'yearly_income_$30K - $50K'})"
834,0.05003745564103826,"frozenset({'homeowner_N', 'low_fat_Y', 'yearly_income_$30K - $50K'})"
835,0.005128962232684284,"frozenset({'homeowner_Y', 'product_brand_Ebony', 'yearly_income_$30K - $50K'})"
836,0.005473444770700393,"frozenset({'homeowner_Y', 'product_brand_Hermanos', 'yearly_income_$30K - $50K'})"
837,0.005145366163066004,"frozenset({'homeowner_Y', 'product_brand_High Top', 'yearly_income_$30K - $50K'})"
838,0.0050797504415391265,"frozenset({'homeowner_Y', 'product_brand_Tell Tale', 'yearly_income_$30K - $50K'})"
839,0.0052547256989441335,"frozenset({'homeowner_Y', 'product_brand_Tri-State', 'yearly_income_$30K - $50K'})"
840,0.08189935641913136,"frozenset({'homeowner_Y', 'recyclable_N', 'yearly_income_$30K - $50K'})"
841,0.1056303757046855,"frozenset({'homeowner_Y', 'yearly_income_$30K - $50K', 'recyclable_Y'})"
842,0.12144923256945697,"frozenset({'homeowner_Y', 'low_fat_N', 'yearly_income_$30K - $50K'})"
843,0.06608049955435989,"frozenset({'homeowner_Y', 'low_fat_Y', 'yearly_income_$30K - $50K'})"
844,0.006840438969177015,"frozenset({'low_fat_N', 'product_brand_Cormorant', 'yearly_income_$30K - $50K'})"
845,0.006195217707496049,"frozenset({'low_fat_N', 'product_brand_Denny', 'yearly_income_$30K - $50K'})"
846,0.005161770093447723,"frozenset({'product_brand_Hermanos', 'yearly_income_$30K - $50K', 'recyclable_Y'})"
847,0.006506892384748719,"frozenset({'low_fat_N', 'yearly_income_$30K - $50K', 'product_brand_High Quality'})"
848,0.007245069251926095,"frozenset({'low_fat_N', 'product_brand_Red Wing', 'yearly_income_$30K - $50K'})"
849,0.007009946249788116,"frozenset({'low_fat_N', 'product_brand_Sunset', 'yearly_income_$30K - $50K'})"
850,0.005205513907798975,"frozenset({'yearly_income_$30K - $50K', 'product_brand_Tell Tale', 'recyclable_Y'})"
851,0.005156302116653817,"frozenset({'product_brand_Tri-State', 'yearly_income_$30K - $50K', 'recyclable_Y'})"
852,0.005796055401540876,"frozenset({'product_brand_Tri-State', 'low_fat_N', 'yearly_income_$30K - $50K'})"
853,0.09130974448144442,"frozenset({'recyclable_N', 'low_fat_N', 'yearly_income_$30K - $50K'})"
854,0.05266755247890728,"frozenset({'recyclable_N', 'low_fat_Y', 'yearly_income_$30K - $50K'})"
855,0.12174450331632793,"frozenset({'low_fat_N', 'yearly_income_$30K - $50K', 'recyclable_Y'})"
856,0.06345040271649087,"frozenset({'yearly_income_$30K - $50K', 'low_fat_Y', 'recyclable_Y'})"
857,0.0703892652679582,"frozenset({'education_Bachelors Degree', 'yearly_income_$50K - $70K', 'gender_F'})"
858,0.007551275952384858,"frozenset({'yearly_income_$50K - $70K', 'gender_F', 'education_High School Degree'})"
859,0.005703099796044465,"frozenset({'education_Partial College', 'gender_F', 'yearly_income_$50K - $70K'})"
860,0.00597649863573979,"frozenset({'yearly_income_$50K - $70K', 'gender_F', 'education_Partial High School'})"
861,0.04135977646910866,"frozenset({'homeowner_N', 'yearly_income_$50K - $70K', 'gender_F'})"
862,0.04890558444469962,"frozenset({'homeowner_Y', 'yearly_income_$50K - $70K', 'gender_F'})"
863,0.03945692054482921,"frozenset({'recyclable_N', 'yearly_income_$50K - $70K', 'gender_F'})"
864,0.05080844036897907,"frozenset({'yearly_income_$50K - $70K', 'gender_F', 'recyclable_Y'})"
865,0.05859483932350191,"frozenset({'low_fat_N', 'yearly_income_$50K - $70K', 'gender_F'})"
866,0.03167052159030637,"frozenset({'low_fat_Y', 'yearly_income_$50K - $70K', 'gender_F'})"
867,0.06148739904747844,"frozenset({'education_Bachelors Degree', 'gender_M', 'yearly_income_$50K - $70K'})"
868,0.007895758490400967,"frozenset({'gender_M', 'yearly_income_$50K - $70K', 'education_High School Degree'})"
869,0.03465603691977931,"frozenset({'homeowner_N', 'gender_M', 'yearly_income_$50K - $70K'})"
870,0.04446558728804755,"frozenset({'homeowner_Y', 'gender_M', 'yearly_income_$50K - $70K'})"
871,0.0349841155274137,"frozenset({'recyclable_N', 'gender_M', 'yearly_income_$50K - $70K'})"
872,0.04413750868041316,"frozenset({'gender_M', 'yearly_income_$50K - $70K', 'recyclable_Y'})"
873,0.05145366163066004,"frozenset({'low_fat_N', 'gender_M', 'yearly_income_$50K - $70K'})"
874,0.027667962577166822,"frozenset({'gender_M', 'low_fat_Y', 'yearly_income_$50K - $70K'})"
875,0.06083670980900357,"frozenset({'education_Bachelors Degree', 'yearly_income_$50K - $70K', 'homeowner_N'})"
876,0.07103995450643308,"frozenset({'homeowner_Y', 'yearly_income_$50K - $70K', 'education_Bachelors Degree'})"
877,0.05813006129601986,"frozenset({'education_Bachelors Degree', 'recyclable_N', 'yearly_income_$50K - $70K'})"
878,0.07374660301941678,"frozenset({'education_Bachelors Degree', 'yearly_income_$50K - $70K', 'recyclable_Y'})"
879,0.08567772838372074,"frozenset({'education_Bachelors Degree', 'low_fat_N', 'yearly_income_$50K - $70K'})"
880,0.0461989359317159,"frozenset({'education_Bachelors Degree', 'yearly_income_$50K - $70K', 'low_fat_Y'})"
881,0.011258564218653457,"frozenset({'homeowner_Y', 'yearly_income_$50K - $70K', 'education_High School Degree'})"
882,0.006851374922764828,"frozenset({'recyclable_N', 'yearly_income_$50K - $70K', 'education_High School Degree'})"
883,0.008595659520020997,"frozenset({'yearly_income_$50K - $70K', 'education_High School Degree', 'recyclable_Y'})"
884,0.01002280146323059,"frozenset({'low_fat_N', 'yearly_income_$50K - $70K', 'education_High School Degree'})"
885,0.005424232979555235,"frozenset({'yearly_income_$50K - $70K', 'low_fat_Y', 'education_High School Degree'})"
886,0.005145366163066004,"frozenset({'homeowner_N', 'education_Partial College', 'yearly_income_$50K - $70K'})"
887,0.005402361072379609,"frozenset({'homeowner_Y', 'education_Partial College', 'yearly_income_$50K - $70K'})"
888,0.005790587424746969,"frozenset({'education_Partial College', 'yearly_income_$50K - $70K', 'recyclable_Y'})"
889,0.007037286133757648,"frozenset({'low_fat_N', 'education_Partial College', 'yearly_income_$50K - $70K'})"
890,0.005522656561845552,"frozenset({'homeowner_N', 'yearly_income_$50K - $70K', 'education_Partial High School'})"
891,0.006113198055587452,"frozenset({'yearly_income_$50K - $70K', 'education_Partial High School', 'recyclable_Y'})"
892,0.006572508106275597,"frozenset({'low_fat_N', 'yearly_income_$50K - $70K', 'education_Partial High School'})"
893,0.03350776179305895,"frozenset({'homeowner_N', 'recyclable_N', 'yearly_income_$50K - $70K'})"
894,0.04250805159582903,"frozenset({'homeowner_N', 'yearly_income_$50K - $70K', 'recyclable_Y'})"
895,0.04945238212409026,"frozenset({'homeowner_N', 'low_fat_N', 'yearly_income_$50K - $70K'})"
896,0.026563431264797713,"frozenset({'homeowner_N', 'yearly_income_$50K - $70K', 'low_fat_Y'})"
897,0.04093327427918396,"frozenset({'homeowner_Y', 'recyclable_N', 'yearly_income_$50K - $70K'})"
898,0.052437897453563205,"frozenset({'homeowner_Y', 'yearly_income_$50K - $70K', 'recyclable_Y'})"
899,0.06059611883007168,"frozenset({'homeowner_Y', 'low_fat_N', 'yearly_income_$50K - $70K'})"
900,0.03277505290267548,"frozenset({'homeowner_Y', 'yearly_income_$50K - $70K', 'low_fat_Y'})"
901,0.0472870633137033,"frozenset({'recyclable_N', 'yearly_income_$50K - $70K', 'low_fat_N'})"
902,0.02715397275853961,"frozenset({'recyclable_N', 'yearly_income_$50K - $70K', 'low_fat_Y'})"
903,0.06276143764045865,"frozenset({'low_fat_N', 'yearly_income_$50K - $70K', 'recyclable_Y'})"
904,0.03218451140893358,"frozenset({'yearly_income_$50K - $70K', 'low_fat_Y', 'recyclable_Y'})"
905,0.04103169786147427,"frozenset({'education_Bachelors Degree', 'gender_F', 'yearly_income_$70K - $90K'})"
906,0.013948808801255447,"frozenset({'yearly_income_$70K - $90K', 'gender_F', 'education_Graduate Degree'})"
907,0.00960176725009979,"frozenset({'yearly_income_$70K - $90K', 'gender_F', 'education_High School Degree'})"
908,0.0295052027799194,"frozenset({'yearly_income_$70K - $90K', 'gender_F', 'homeowner_N'})"
909,0.041283224793993975,"frozenset({'homeowner_Y', 'gender_F', 'yearly_income_$70K - $90K'})"
910,0.030948748653510716,"frozenset({'yearly_income_$70K - $90K', 'recyclable_N', 'gender_F'})"
911,0.03983967892040266,"frozenset({'yearly_income_$70K - $90K', 'gender_F', 'recyclable_Y'})"
912,0.045892729231257146,"frozenset({'yearly_income_$70K - $90K', 'low_fat_N', 'gender_F'})"
913,0.024895698342656234,"frozenset({'low_fat_Y', 'gender_F', 'yearly_income_$70K - $90K'})"
914,0.03232121082878124,"frozenset({'education_Bachelors Degree', 'gender_M', 'yearly_income_$70K - $90K'})"
915,0.0089346740812432,"frozenset({'yearly_income_$70K - $90K', 'gender_M', 'education_Graduate Degree'})"
916,0.005391425118791796,"frozenset({'yearly_income_$70K - $90K', 'gender_M', 'education_High School Degree'})"
917,0.022145306015321272,"frozenset({'yearly_income_$70K - $90K', 'gender_M', 'homeowner_N'})"
918,0.030073872366485677,"frozenset({'homeowner_Y', 'gender_M', 'yearly_income_$70K - $90K'})"
919,0.023096733977461,"frozenset({'yearly_income_$70K - $90K', 'recyclable_N', 'gender_M'})"
920,0.029122444404345946,"frozenset({'yearly_income_$70K - $90K', 'gender_M', 'recyclable_Y'})"
921,0.03383584040069334,"frozenset({'yearly_income_$70K - $90K', 'low_fat_N', 'gender_M'})"
922,0.018383337981113607,"frozenset({'yearly_income_$70K - $90K', 'gender_M', 'low_fat_Y'})"
923,0.031008896398243686,"frozenset({'education_Bachelors Degree', 'yearly_income_$70K - $90K', 'homeowner_N'})"
924,0.04234401229201183,"frozenset({'homeowner_Y', 'education_Bachelors Degree', 'yearly_income_$70K - $90K'})"
925,0.03201500412832248,"frozenset({'education_Bachelors Degree', 'recyclable_N', 'yearly_income_$70K - $90K'})"
926,0.041337904561933037,"frozenset({'education_Bachelors Degree', 'yearly_income_$70K - $90K', 'recyclable_Y'})"
927,0.04744016666393268,"frozenset({'education_Bachelors Degree', 'low_fat_N', 'yearly_income_$70K - $90K'})"
928,0.02591274202632284,"frozenset({'education_Bachelors Degree', 'low_fat_Y', 'yearly_income_$70K - $90K'})"
929,0.009279156619259307,"frozenset({'yearly_income_$70K - $90K', 'education_Graduate Degree', 'homeowner_N'})"
930,0.013604326263239338,"frozenset({'homeowner_Y', 'education_Graduate Degree', 'yearly_income_$70K - $90K'})"
931,0.010099353138345282,"frozenset({'yearly_income_$70K - $90K', 'recyclable_N', 'education_Graduate Degree'})"
932,0.012784129744153366,"frozenset({'yearly_income_$70K - $90K', 'education_Graduate Degree', 'recyclable_Y'})"
933,0.014834621041868298,"frozenset({'yearly_income_$70K - $90K', 'low_fat_N', 'education_Graduate Degree'})"
934,0.00804886184063035,"frozenset({'low_fat_Y', 'education_Graduate Degree', 'yearly_income_$70K - $90K'})"
935,0.00636472498810715,"frozenset({'yearly_income_$70K - $90K', 'education_High School Degree', 'homeowner_N'})"
936,0.008628467380784436,"frozenset({'homeowner_Y', 'education_High School Degree', 'yearly_income_$70K - $90K'})"
937,0.006687335618947634,"frozenset({'yearly_income_$70K - $90K', 'recyclable_N', 'education_High School Degree'})"
938,0.008305856749943953,"frozenset({'yearly_income_$70K - $90K', 'education_High School Degree', 'recyclable_Y'})"
939,0.009842358229031676,"frozenset({'yearly_income_$70K - $90K', 'low_fat_N', 'education_High School Degree'})"
940,0.00515083413985991,"frozenset({'yearly_income_$70K - $90K', 'low_fat_Y', 'education_High School Degree'})"
941,0.0051016223487147525,"frozenset({'homeowner_Y', 'yearly_income_$70K - $90K', 'education_Partial High School'})"
942,0.00558827228337243,"frozenset({'yearly_income_$70K - $90K', 'low_fat_N', 'education_Partial High School'})"
943,0.022795995253796143,"frozenset({'yearly_income_$70K - $90K', 'recyclable_N', 'homeowner_N'})"
944,0.02885451354144453,"frozenset({'yearly_income_$70K - $90K', 'homeowner_N', 'recyclable_Y'})"
945,0.03366086514328833,"frozenset({'yearly_income_$70K - $90K', 'low_fat_N', 'homeowner_N'})"
946,0.017989643651952342,"frozenset({'yearly_income_$70K - $90K', 'low_fat_Y', 'homeowner_N'})"
947,0.03124948737717557,"frozenset({'homeowner_Y', 'recyclable_N', 'yearly_income_$70K - $90K'})"
948,0.04010760978330408,"frozenset({'homeowner_Y', 'yearly_income_$70K - $90K', 'recyclable_Y'})"
949,0.04606770448866215,"frozenset({'homeowner_Y', 'low_fat_N', 'yearly_income_$70K - $90K'})"
950,0.025289392671817502,"frozenset({'homeowner_Y', 'low_fat_Y', 'yearly_income_$70K - $90K'})"
951,0.03445372177840477,"frozenset({'yearly_income_$70K - $90K', 'recyclable_N', 'low_fat_N'})"
